N M d gamma tmax seed FW_fin_energy FW_fin_opt_gap int_FW_path_energy shortest_path_energy frac_shortest_paths avg_traf_int_paths avg_len_int_paths time avg_len_shortest_path avg_traf_shortest_paths avg_traf_FW avg_traf_int_FW RGAP avg_degen_od_FW identifier num_start_end_pairs misall_traffic_1e-1 misall_traffic_1e-2 misall_traffic_1e-3 misall_traffic_1e-4 misall_traffic_1e-5 frac_integer_paths_tol_1e-02 frac_integer_paths_tol_1e-03 frac_integer_paths_tol_1e-04 frac_integer_paths_tol_1e-06 frac_integer_paths_tol_0e+00 frac_FW_flow_SP final_t init_energy tot_num_tap_paths_tol_1e-2 tot_num_tap_paths_tol_1e-3 tot_num_tap_paths_tol_1e-4 tot_num_tap_paths_tol_1e-5 tot_num_tap_paths_tol_1e-6 tot_num_tap_paths_tol_1e-9
416 1 4.394230769230769 2.0 149138 4 3.50123964629e+00 1.6714e-06 1.20000000000e+01 1.200000e+01 1.0000e+00 9.72916e-02 1.20000e+01 2.0546e+02 1.2000e+01 1.3129e-02 1.8836e-02 1.3129e-02 2.3869e-07 2.0000e+00 Anaheim_gamma2_3rdtry 1 0 0 0 0 0.002253633205215689 0.0 0.0 0.0 0.0 0.0 2.67963e-01 149137 1.20000000000e+01 26 64 104 127 131 131
416 3 4.394230769230769 2.0 148051 9 1.25440174255e+01 5.0913e-06 3.50000000000e+01 3.800000e+01 6.6667e-01 1.57167e-01 1.16667e+01 2.0867e+02 1.1333e+01 3.7199e-02 6.0151e-02 3.8293e-02 2.0294e-07 2.0000e+00 Anaheim_gamma2_3rdtry 3 0 0 0 4.544390444154677e-07 0.001600984103887154 0.0 0.0 0.0 0.0 0.0 1.22835e-01 148050 3.80000000000e+01 66 138 200 222 225 228
416 3 4.394230769230769 2.0 148051 4 1.21011485648e+01 5.2277e-06 4.00000000000e+01 3.900000e+01 6.6667e-01 1.73750e-01 1.33333e+01 2.1748e+02 1.3000e+01 4.2670e-02 6.0209e-02 4.3764e-02 2.1600e-07 2.0000e+00 Anaheim_gamma2_3rdtry 3 0 0 0 1.9022044270478785e-07 0.0001732349986080397 0.0 0.0 0.0 0.0 0.0 2.25579e-01 148050 3.90000000000e+01 63 126 190 220 225 228
416 1 4.394230769230769 2.0 149138 6 9.66322404188e+00 3.3597e-06 2.80000000000e+01 2.700000e+01 0.0000e+00 7.59224e-02 2.80000e+01 1.9103e+02 2.7000e+01 2.9540e-02 3.8349e-02 3.0635e-02 1.7384e-07 2.0000e+00 Anaheim_gamma2_3rdtry 1 0 0 0 0 0 0.0 0.0 0.0 0.0 0.0 7.04237e-02 149137 2.70000000000e+01 28 64 103 125 128 128
416 3 4.394230769230769 2.0 148051 7 2.00716860156e+01 6.0317e-06 5.30000000000e+01 5.100000e+01 3.3333e-01 1.17362e-01 1.76667e+01 2.2054e+02 1.7000e+01 5.5799e-02 7.9554e-02 5.7987e-02 1.5025e-07 2.0000e+00 Anaheim_gamma2_3rdtry 3 0 0 0 0 0 0.0 0.0 0.0 0.0 0.0 1.07105e-01 148050 5.10000000000e+01 69 140 188 203 206 207
416 4 4.394230769230769 2.0 147589 8 2.28967896646e+01 5.5443e-06 5.80000000000e+01 6.200000e+01 5.0000e-01 1.43576e-01 1.35000e+01 2.1945e+02 1.2500e+01 5.4705e-02 8.1216e-02 5.9081e-02 1.2107e-07 2.0000e+00 Anaheim_gamma2_3rdtry 4 0 0 0 0 0.0006760176675633801 0.0 0.0 0.0 0.0 0.0 1.87224e-01 147588 6.20000000000e+01 92 149 194 212 215 215
416 2 4.394230769230769 2.0 148557 6 1.24541277573e+01 4.4674e-06 3.60000000000e+01 3.500000e+01 5.0000e-01 1.21361e-01 1.80000e+01 2.2311e+02 1.7500e+01 3.8293e-02 5.3342e-02 3.9387e-02 1.7936e-07 2.0000e+00 Anaheim_gamma2_3rdtry 2 0 0 0 0 0.0007047151005339866 0.0 0.0 0.0 0.0 0.0 1.39793e-01 148556 3.50000000000e+01 46 104 146 172 176 176
416 4 4.394230769230769 2.0 147589 6 2.34254408148e+01 6.6066e-06 7.00000000000e+01 6.900000e+01 5.0000e-01 1.34926e-01 1.75000e+01 2.1377e+02 1.5750e+01 6.8928e-02 9.2668e-02 7.6586e-02 1.4101e-07 2.0000e+00 Anaheim_gamma2_3rdtry 4 0 0 0 0 0.00020111569269290475 0.0 0.0 0.0 0.0 0.0 1.69098e-01 147588 6.90000000000e+01 86 150 196 215 216 216
416 3 4.394230769230769 2.0 148051 6 1.92234760931e+01 5.9778e-06 5.20000000000e+01 5.200000e+01 1.0000e+00 1.30802e-01 1.73333e+01 2.4457e+02 1.7333e+01 5.6893e-02 7.8263e-02 5.6893e-02 1.5548e-07 2.0000e+00 Anaheim_gamma2_3rdtry 3 0 0 0 1.0955493986407328e-06 1.0955493986407328e-06 0.0 0.0 0.0 0.0 0.0 1.67149e-01 148050 5.20000000000e+01 66 122 175 192 194 194
416 4 4.394230769230769 2.0 147589 7 2.94149541741e+01 6.4979e-06 7.30000000000e+01 7.700000e+01 2.5000e-01 1.60396e-01 1.77500e+01 2.4202e+02 1.5250e+01 6.6740e-02 9.6725e-02 7.7681e-02 1.1045e-07 2.0000e+00 Anaheim_gamma2_3rdtry 4 0 0 0 1.0824398056705209e-08 2.4859174201547624e-05 0.0 0.0 0.0 0.0 0.0 1.89421e-01 147588 7.70000000000e+01 78 156 206 217 219 220
416 4 4.394230769230769 2.0 147589 5 2.57480632785e+01 6.9754e-06 6.30000000000e+01 6.600000e+01 7.5000e-01 1.39703e-01 1.52500e+01 2.4584e+02 1.5000e+01 6.5646e-02 9.4765e-02 6.6740e-02 1.3545e-07 2.0000e+00 Anaheim_gamma2_3rdtry 4 0 0 0 1.7360392537586755e-07 1.7360392537586755e-07 0.0 0.0 0.0 0.0 0.0 1.16399e-01 147588 6.60000000000e+01 91 167 211 230 231 232
416 4 4.394230769230769 2.0 147589 9 1.97364914278e+01 6.7707e-06 5.70000000000e+01 6.300000e+01 5.0000e-01 1.73802e-01 1.42500e+01 2.3918e+02 1.2750e+01 5.5799e-02 8.4907e-02 6.2363e-02 1.7153e-07 2.0000e+00 Anaheim_gamma2_3rdtry 4 0 0 0 9.927346522216987e-08 6.875910660192891e-05 0.0 0.0 0.0 0.0 0.0 1.17119e-01 147588 6.30000000000e+01 83 157 220 244 251 254
416 6 4.394230769230769 2.0 146750 5 4.21243852201e+01 1.0380e-05 9.60000000000e+01 1.000000e+02 5.0000e-01 1.67094e-01 1.60000e+01 2.5584e+02 1.4667e+01 9.6280e-02 1.3201e-01 1.0503e-01 1.2321e-07 2.0000e+00 Anaheim_gamma2_3rdtry 6 0 0 0 0 0 0.0 0.0 0.0 0.0 0.0 1.49316e-01 146749 1.00000000000e+02 111 197 261 286 292 293
416 6 4.394230769230769 2.0 146750 6 3.56809002396e+01 9.0088e-06 1.01000000000e+02 1.000000e+02 5.0000e-01 1.60215e-01 1.68333e+01 2.5794e+02 1.4333e+01 9.4092e-02 1.2399e-01 1.1050e-01 1.2624e-07 2.0000e+00 Anaheim_gamma2_3rdtry 6 0 0 0 0 0.001016769561251499 0.0 0.0 0.0 0.0 0.0 1.65717e-01 146749 1.00000000000e+02 114 182 225 240 245 246
416 6 4.394230769230769 2.0 146750 4 3.49726834873e+01 9.0324e-06 8.80000000000e+01 9.200000e+01 6.6667e-01 1.84964e-01 1.46667e+01 2.5432e+02 1.4000e+01 9.1904e-02 1.1914e-01 9.6280e-02 1.2913e-07 2.0000e+00 Anaheim_gamma2_3rdtry 6 0 0 0 1.01499306844402e-06 2.2474951998810857e-05 0.0 0.0 0.0 0.0 0.0 2.01121e-01 146749 9.20000000000e+01 107 177 226 241 246 247
416 6 4.394230769230769 2.0 146750 8 3.08427388341e+01 8.6323e-06 6.90000000000e+01 7.700000e+01 6.6667e-01 1.82230e-01 1.15000e+01 2.5937e+02 1.0833e+01 7.1116e-02 1.0589e-01 7.5492e-02 1.3994e-07 2.0000e+00 Anaheim_gamma2_3rdtry 6 0 0 0 0 1.3911651416755249e-05 0.0 0.0 0.0 0.0 0.0 2.31197e-01 146749 7.70000000000e+01 101 169 213 226 227 228
416 8 4.394230769230769 2.0 145989 7 5.84195541203e+01 1.1879e-05 1.24000000000e+02 1.310000e+02 6.2500e-01 2.23809e-01 1.45000e+01 2.5981e+02 1.3375e+01 1.1707e-01 1.5549e-01 1.2691e-01 1.0167e-07 2.0000e+00 Anaheim_gamma2_3rdtry 8 0 0 0 0 0 0.0 0.0 0.0 0.0 0.0 2.61448e-01 145988 1.31000000000e+02 141 215 251 262 262 262
416 4 4.394230769230769 2.0 147589 4 1.85207457564e+01 5.9301e-06 5.20000000000e+01 5.100000e+01 7.5000e-01 1.84434e-01 1.30000e+01 2.4933e+02 1.2750e+01 5.5799e-02 7.6062e-02 5.6893e-02 1.6009e-07 2.0000e+00 Anaheim_gamma2_3rdtry 4 0 0 0 0 0.00105689569079614 0.0 0.0 0.0 0.0 0.0 2.01386e-01 147588 5.10000000000e+01 87 147 191 215 215 215
416 8 4.394230769230769 2.0 145989 8 4.35079182255e+01 1.0797e-05 9.70000000000e+01 1.040000e+02 7.5000e-01 1.89847e-01 1.21250e+01 2.5901e+02 1.1500e+01 1.0066e-01 1.3980e-01 1.0613e-01 1.2408e-07 2.0000e+00 Anaheim_gamma2_3rdtry 8 0 0 0 0 0 0.0 0.0 0.0 0.0 0.0 2.45679e-01 145988 1.04000000000e+02 131 206 242 246 246 246
416 6 4.394230769230769 2.0 146750 7 4.15693903273e+01 7.7860e-06 9.90000000000e+01 9.900000e+01 6.6667e-01 1.95372e-01 1.51667e+01 2.7456e+02 1.3833e+01 9.0810e-02 1.2582e-01 9.9562e-02 9.3650e-08 2.0000e+00 Anaheim_gamma2_3rdtry 6 0 0 0 0 3.3928129887419306e-06 0.0 0.0 0.0 0.0 0.0 2.40327e-01 146749 9.90000000000e+01 112 192 234 246 249 249
416 8 4.394230769230769 2.0 145989 5 5.49930446929e+01 1.2384e-05 1.25000000000e+02 1.320000e+02 6.2500e-01 1.93795e-01 1.48750e+01 2.7045e+02 1.4000e+01 1.2254e-01 1.6130e-01 1.3020e-01 1.1260e-07 2.0000e+00 Anaheim_gamma2_3rdtry 8 0 0 0 4.4116970780022635e-07 4.4116970780022635e-07 0.0 0.0 0.0 0.0 0.0 2.02496e-01 145988 1.32000000000e+02 142 230 270 281 283 284
416 8 4.394230769230769 2.0 145989 4 5.49169852764e+01 1.0566e-05 1.29000000000e+02 1.230000e+02 5.0000e-01 2.22344e-01 1.51250e+01 2.8404e+02 1.3875e+01 1.2144e-01 1.5235e-01 1.3239e-01 9.6203e-08 2.0000e+00 Anaheim_gamma2_3rdtry 8 0 0 0 0 8.316208974885539e-08 0.0 0.0 0.0 0.0 0.0 2.38627e-01 145988 1.23000000000e+02 132 221 274 287 289 290
416 8 4.394230769230769 2.0 145989 6 5.98750248994e+01 1.3201e-05 1.33000000000e+02 1.400000e+02 8.7500e-01 1.94305e-01 1.51250e+01 2.8738e+02 1.4250e+01 1.2473e-01 1.5990e-01 1.3239e-01 1.1024e-07 2.0000e+00 Anaheim_gamma2_3rdtry 8 0 0 0 2.7521930151541696e-08 2.7521930151541696e-08 0.0 0.0 0.0 0.0 0.0 2.53461e-01 145988 1.40000000000e+02 132 223 279 297 299 300
416 8 4.394230769230769 2.0 145989 9 5.81255875938e+01 1.3717e-05 1.18000000000e+02 1.400000e+02 6.2500e-01 2.58295e-01 1.37500e+01 2.8356e+02 1.2750e+01 1.1160e-01 1.5039e-01 1.2035e-01 1.1799e-07 2.0000e+00 Anaheim_gamma2_3rdtry 8 0 0 0 0 0 0.0 0.0 0.0 0.0 0.0 2.58336e-01 145988 1.40000000000e+02 121 203 246 262 264 264
416 6 4.394230769230769 2.0 146750 9 3.81709999625e+01 1.0521e-05 8.70000000000e+01 1.070000e+02 5.0000e-01 2.27570e-01 1.45000e+01 2.7915e+02 1.2167e+01 7.9869e-02 1.1771e-01 9.5186e-02 1.3782e-07 2.0000e+00 Anaheim_gamma2_3rdtry 6 0 0 0 1.1638905262570459e-07 1.1638905262570459e-07 0.0 0.0 0.0 0.0 0.0 2.19768e-01 146749 1.07000000000e+02 100 180 233 246 249 251
416 13 4.394230769230769 2.0 144294 8 8.83815391041e+01 1.3620e-05 1.68000000000e+02 1.760000e+02 6.9231e-01 2.87465e-01 1.16923e+01 3.1823e+02 1.1077e+01 1.5755e-01 2.0371e-01 1.6630e-01 7.7052e-08 2.0000e+00 Anaheim_gamma2_3rdtry 13 0 0 0 1.2382890061931216e-06 0.0008156501673713353 0.0 0.0 0.0 0.0 0.0 3.77870e-01 144293 1.76000000000e+02 154 231 269 282 284 288
416 13 4.394230769230769 2.0 144294 6 1.12732683472e+02 1.6736e-05 2.23000000000e+02 2.620000e+02 6.1538e-01 2.37911e-01 1.53077e+01 3.1396e+02 1.4000e+01 1.9912e-01 2.4474e-01 2.1772e-01 7.4230e-08 2.0000e+00 Anaheim_gamma2_3rdtry 13 0 0 0 4.652970072489727e-07 1.6037208566751396e-05 0.0 0.0 0.0 0.0 0.0 3.06484e-01 144293 2.62000000000e+02 182 265 303 315 319 322
416 13 4.394230769230769 2.0 144294 4 1.21040628481e+02 1.8794e-05 2.17000000000e+02 2.290000e+02 3.8462e-01 2.67574e-01 1.54615e+01 3.3883e+02 1.4231e+01 2.0241e-01 2.4044e-01 2.1991e-01 7.7637e-08 2.0000e+00 Anaheim_gamma2_3rdtry 13 0 0 0 9.415244414320845e-06 9.415244414320845e-06 0.0 0.0 0.0 0.0 0.0 2.22485e-01 144293 2.29000000000e+02 161 252 286 298 302 303
416 13 4.394230769230769 2.0 144294 7 9.34868115514e+01 1.8000e-05 1.88000000000e+02 1.980000e+02 6.1538e-01 2.65851e-01 1.32308e+01 3.4713e+02 1.2154e+01 1.7287e-01 2.2065e-01 1.8818e-01 9.6269e-08 2.0000e+00 Anaheim_gamma2_3rdtry 13 0 0 0 1.2257854587575073e-08 1.2257854587575073e-08 0.0 0.0 0.0 0.0 0.0 3.47265e-01 144293 1.98000000000e+02 164 221 238 246 246 247
416 13 4.394230769230769 2.0 144294 9 1.16336182357e+02 2.3758e-05 2.16000000000e+02 2.370000e+02 6.9231e-01 2.76098e-01 1.49231e+01 3.5573e+02 1.3923e+01 1.9803e-01 2.5455e-01 2.1225e-01 1.0211e-07 2.0000e+00 Anaheim_gamma2_3rdtry 13 0 0 0 0 7.601363936629753e-05 0.0 0.0 0.0 0.0 0.0 2.62278e-01 144293 2.37000000000e+02 157 253 312 322 323 323
416 20 4.394230769230769 2.0 142231 7 1.80995553671e+02 2.4506e-05 3.20000000000e+02 3.890000e+02 7.5000e-01 2.92462e-01 1.28000e+01 3.8139e+02 1.1950e+01 2.6149e-01 3.2836e-01 2.8009e-01 6.7697e-08 2.0000e+00 Anaheim_gamma2_3rdtry 20 0 0 0 3.0044190339435915e-08 3.0044190339435915e-08 0.0 0.0 0.0 0.0 0.0 3.42144e-01 142230 3.89000000000e+02 215 301 342 351 352 353
416 13 4.394230769230769 2.0 144294 5 1.20289793167e+02 2.1298e-05 2.25000000000e+02 2.820000e+02 5.3846e-01 2.56115e-01 1.60769e+01 4.0890e+02 1.5077e+01 2.1444e-01 2.6449e-01 2.2867e-01 8.8527e-08 2.0000e+00 Anaheim_gamma2_3rdtry 13 0 0 0 2.591576451546508e-06 4.3714601659547455e-05 0.0 0.0 0.0 0.0 0.0 2.34834e-01 144293 2.82000000000e+02 198 296 360 390 401 405
416 20 4.394230769230769 2.0 142231 4 2.03014149826e+02 2.5462e-05 3.22000000000e+02 3.940000e+02 4.5000e-01 3.15041e-01 1.46000e+01 4.1562e+02 1.3500e+01 2.9540e-01 3.4595e-01 3.1947e-01 6.2711e-08 2.0000e+00 Anaheim_gamma2_3rdtry 20 0 0 0 0 7.2108774363394135e-06 0.0 0.0 0.0 0.0 0.0 2.96037e-01 142230 3.94000000000e+02 208 309 357 363 367 368
416 20 4.394230769230769 2.0 142231 8 1.90278050441e+02 2.3342e-05 2.97000000000e+02 3.540000e+02 6.5000e-01 3.28371e-01 1.23500e+01 4.2486e+02 1.1600e+01 2.5383e-01 3.1409e-01 2.7024e-01 6.1337e-08 2.0000e+00 Anaheim_gamma2_3rdtry 20 0 0 0 0 4.281767653958147e-06 0.0 0.0 0.0 0.0 0.0 3.50492e-01 142230 3.54000000000e+02 199 271 323 334 337 340
416 20 4.394230769230769 2.0 142231 5 2.03044917884e+02 2.9583e-05 3.33000000000e+02 4.470000e+02 5.5000e-01 3.09003e-01 1.47500e+01 4.2530e+02 1.3950e+01 3.0525e-01 3.6493e-01 3.2276e-01 7.2848e-08 2.0000e+00 Anaheim_gamma2_3rdtry 20 0 0 0 5.980532799848559e-06 2.8341393091796508e-05 0.0 0.0 0.0 0.0 0.0 2.91328e-01 142230 4.47000000000e+02 237 355 410 424 427 433
416 20 4.394230769230769 2.0 142231 9 2.07618269132e+02 2.9460e-05 3.42000000000e+02 3.970000e+02 6.0000e-01 3.15293e-01 1.45000e+01 4.4062e+02 1.3550e+01 2.9650e-01 3.6862e-01 3.1729e-01 7.0947e-08 2.0000e+00 Anaheim_gamma2_3rdtry 20 0 0 0 4.863998745352985e-06 3.496642373708445e-05 0.0 0.0 0.0 0.0 0.0 2.93286e-01 142230 3.97000000000e+02 229 325 371 384 386 388
416 20 4.394230769230769 2.0 142231 6 2.05813345384e+02 2.9908e-05 3.48000000000e+02 5.100000e+02 6.5000e-01 3.07562e-01 1.53000e+01 4.6487e+02 1.3900e+01 3.0416e-01 3.6746e-01 3.3479e-01 7.2659e-08 2.0000e+00 Anaheim_gamma2_3rdtry 20 0 0 0 0 0 0.0 0.0 0.0 0.0 0.0 3.24471e-01 142230 5.10000000000e+02 236 352 407 427 428 430
416 31 4.394230769230769 2.0 139421 4 4.01496043456e+02 3.2625e-05 5.61000000000e+02 6.420000e+02 6.7742e-01 4.04328e-01 1.40968e+01 4.9822e+02 1.3484e+01 4.5733e-01 5.1095e-01 4.7812e-01 4.0630e-08 2.0000e+00 Anaheim_gamma2_3rdtry 31 0 0 0 0 0 0.06451612903225806 0.06451612903225806 0.06451612903225806 0.06451612903225806 0.03225806451612903 4.17854e-01 139420 6.42000000000e+02 261 327 350 354 354 354
416 31 4.394230769230769 2.0 139421 9 4.97286748554e+02 5.8507e-05 7.22000000000e+02 9.570000e+02 5.4839e-01 3.43971e-01 1.56129e+01 5.1238e+02 1.4484e+01 4.9125e-01 5.8006e-01 5.2954e-01 5.8827e-08 2.0000e+00 Anaheim_gamma2_3rdtry 31 0 0 0 0 0 0.0 0.0 0.0 0.0 0.0 3.19701e-01 139420 9.57000000000e+02 324 446 497 516 518 519
416 31 4.394230769230769 2.0 139421 8 3.30279873673e+02 3.2837e-05 4.42000000000e+02 5.540000e+02 6.4516e-01 4.13197e-01 1.16129e+01 5.1634e+02 1.0839e+01 3.6761e-01 4.3909e-01 3.9387e-01 4.9711e-08 2.0000e+00 Anaheim_gamma2_3rdtry 31 0 0 0 0 4.841277215789227e-07 0.03225806451612903 0.03225806451612903 0.03225806451612903 0.03225806451612903 0.0 4.39430e-01 139420 5.54000000000e+02 249 355 416 436 441 445
416 31 4.394230769230769 2.0 139421 5 3.83938982958e+02 4.5020e-05 5.65000000000e+02 7.810000e+02 5.4839e-01 3.69022e-01 1.42903e+01 5.4740e+02 1.3000e+01 4.4092e-01 5.2105e-01 4.8468e-01 5.8629e-08 2.0000e+00 Anaheim_gamma2_3rdtry 31 0 0 0 0 5.289787509188404e-06 0.0 0.0 0.0 0.0 0.0 3.57891e-01 139420 7.81000000000e+02 306 412 450 462 466 466
416 31 4.394230769230769 2.0 139421 6 3.78637419420e+02 3.6094e-05 5.55000000000e+02 7.570000e+02 6.7742e-01 3.61824e-01 1.43548e+01 5.4809e+02 1.3323e+01 4.5186e-01 5.2482e-01 4.8687e-01 4.7663e-08 2.0000e+00 Anaheim_gamma2_3rdtry 31 0 0 0 5.714444229436336e-08 5.714444229436336e-08 0.0 0.0 0.0 0.0 0.0 4.28256e-01 139420 7.57000000000e+02 286 382 436 445 446 449
416 31 4.394230769230769 2.0 139421 7 3.28661975837e+02 3.6575e-05 5.01000000000e+02 6.440000e+02 5.8065e-01 3.93931e-01 1.28065e+01 5.4682e+02 1.1484e+01 3.8950e-01 4.7309e-01 4.3435e-01 5.5643e-08 2.0000e+00 Anaheim_gamma2_3rdtry 31 0 0 0 6.764510506740429e-07 5.467595479515048e-05 0.06451612903225806 0.06451612903225806 0.06451612903225806 0.06451612903225806 0.0 4.19261e-01 139420 6.44000000000e+02 274 363 412 427 431 432
416 47 4.394230769230769 2.0 135910 4 7.67922648032e+02 4.5630e-05 9.45000000000e+02 1.137000e+03 6.8085e-01 4.67649e-01 1.34255e+01 6.3617e+02 1.2872e+01 6.6193e-01 7.2158e-01 6.9037e-01 2.9710e-08 2.0000e+00 Anaheim_gamma2_3rdtry 47 0 0 0 1.849078200139983e-07 1.849078200139983e-07 0.0851063829787234 0.0851063829787234 0.0851063829787234 0.0851063829787234 0.02127659574468085 5.37089e-01 135909 1.13700000000e+03 299 376 396 401 401 404
416 47 4.394230769230769 2.0 135910 8 6.78560253059e+02 4.8330e-05 8.82000000000e+02 1.100000e+03 6.3830e-01 4.74036e-01 1.22553e+01 6.6794e+02 1.1277e+01 5.7987e-01 6.6762e-01 6.3020e-01 3.5612e-08 2.0000e+00 Anaheim_gamma2_3rdtry 47 0 0 0 0 8.891857646125436e-06 0.06382978723404255 0.06382978723404255 0.06382978723404255 0.06382978723404255 0.02127659574468085 4.76762e-01 135909 1.10000000000e+03 303 390 435 443 445 450
416 47 4.394230769230769 2.0 135910 6 7.03776277401e+02 4.5591e-05 8.84000000000e+02 1.214000e+03 5.5319e-01 4.39326e-01 1.37021e+01 6.7813e+02 1.2553e+01 6.4551e-01 7.2687e-01 7.0460e-01 3.2390e-08 2.0000e+00 Anaheim_gamma2_3rdtry 47 0 0 0 0 0 0.0 0.0 0.0 0.0 0.0 4.36975e-01 135909 1.21400000000e+03 313 411 454 469 471 473
416 47 4.394230769230769 2.0 135910 7 6.55377970298e+02 5.7101e-05 8.79000000000e+02 1.196000e+03 5.5319e-01 4.66754e-01 1.27872e+01 7.3228e+02 1.1660e+01 5.9956e-01 6.8682e-01 6.5755e-01 4.3564e-08 2.0000e+00 Anaheim_gamma2_3rdtry 47 0 0 0 1.8152767235266087e-08 0.00014688287316893926 0.06382978723404255 0.06382978723404255 0.06382978723404255 0.06382978723404255 0.02127659574468085 4.85427e-01 135909 1.19600000000e+03 345 464 504 522 526 528
416 47 4.394230769230769 2.0 135910 5 7.81554223902e+02 6.7172e-05 1.04000000000e+03 1.348000e+03 6.5957e-01 4.22964e-01 1.37872e+01 7.4290e+02 1.2851e+01 6.6083e-01 7.5871e-01 7.0897e-01 4.2973e-08 2.0000e+00 Anaheim_gamma2_3rdtry 47 0 0 0 1.1863852346232715e-07 7.186190857352015e-05 0.0851063829787234 0.0851063829787234 0.0851063829787234 0.0851063829787234 0.0 4.41312e-01 135909 1.34800000000e+03 379 523 584 601 603 606
416 72 4.394230769230769 2.0 131263 4 1.52428269049e+03 8.0029e-05 1.78800000000e+03 2.263000e+03 6.6667e-01 5.26712e-01 1.34167e+01 7.7187e+02 1.2625e+01 9.9453e-01 1.0790e+00 1.0569e+00 2.6251e-08 2.0000e+00 Anaheim_gamma2_3rdtry 72 0 0 0 4.543510357898385e-08 4.543510357898385e-08 0.125 0.1111111111111111 0.1111111111111111 0.1111111111111111 0.0 5.77627e-01 131262 2.26300000000e+03 398 478 513 516 516 517
416 47 4.394230769230769 2.0 135910 9 9.18049593497e+02 6.1043e-05 1.24300000000e+03 1.688000e+03 6.1702e-01 4.24388e-01 1.49149e+01 8.0120e+02 1.3872e+01 7.1335e-01 8.2700e-01 7.6696e-01 3.3246e-08 2.0000e+00 Anaheim_gamma2_3rdtry 47 0 0 0 0 0 0.02127659574468085 0.02127659574468085 0.02127659574468085 0.02127659574468085 0.0 3.96542e-01 135909 1.68800000000e+03 378 512 575 590 595 597
416 72 4.394230769230769 2.0 131263 5 1.68300240931e+03 1.0195e-04 2.02400000000e+03 2.735000e+03 5.4167e-01 4.78896e-01 1.39167e+01 7.9960e+02 1.2708e+01 1.0011e+00 1.1378e+00 1.0963e+00 3.0289e-08 2.0000e+00 Anaheim_gamma2_3rdtry 72 0 0 0 1.3911246465186933e-06 1.973912154902185e-05 0.09722222222222222 0.09722222222222222 0.09722222222222222 0.09722222222222222 0.013888888888888888 4.29614e-01 131262 2.73500000000e+03 492 659 743 799 807 808
416 72 4.394230769230769 2.0 131263 7 1.40640323726e+03 7.8235e-05 1.70300000000e+03 2.435000e+03 5.5556e-01 5.15475e-01 1.26806e+01 9.1956e+02 1.1819e+01 9.3107e-01 1.0343e+00 9.9891e-01 2.7814e-08 2.0000e+00 Anaheim_gamma2_3rdtry 72 0 0 0 2.0159994052077517e-05 2.0159994052077517e-05 0.09722222222222222 0.09722222222222222 0.09722222222222222 0.09722222222222222 0.013888888888888888 5.08815e-01 131262 2.43500000000e+03 423 531 585 606 608 609
416 72 4.394230769230769 2.0 131263 8 1.30663766850e+03 6.0710e-05 1.53000000000e+03 2.059000e+03 6.1111e-01 5.34907e-01 1.21111e+01 9.1462e+02 1.1153e+01 8.7856e-01 9.8024e-01 9.5405e-01 2.3231e-08 2.0000e+00 Anaheim_gamma2_3rdtry 72 0 0 0 0 0 0.1111111111111111 0.1111111111111111 0.1111111111111111 0.1111111111111111 0.027777777777777776 5.55150e-01 131262 2.05900000000e+03 381 480 528 545 545 546
416 72 4.394230769230769 2.0 131263 9 1.85865513680e+03 1.0333e-04 2.28300000000e+03 3.098000e+03 5.9722e-01 4.66463e-01 1.48750e+01 9.7620e+02 1.3778e+01 1.0853e+00 1.2094e+00 1.1718e+00 2.7797e-08 2.0000e+00 Anaheim_gamma2_3rdtry 72 0 0 0 0 0 0.08333333333333333 0.08333333333333333 0.08333333333333333 0.08333333333333333 0.0 4.61034e-01 131262 3.09800000000e+03 481 629 701 719 725 725
416 72 4.394230769230769 2.0 131263 6 1.46836247290e+03 6.4156e-05 1.73100000000e+03 2.224000e+03 6.2500e-01 5.06814e-01 1.30694e+01 9.9459e+02 1.2333e+01 9.7155e-01 1.0666e+00 1.0295e+00 2.1846e-08 2.0000e+00 Anaheim_gamma2_3rdtry 72 0 0 0 0 0 0.041666666666666664 0.041666666666666664 0.041666666666666664 0.041666666666666664 0.0 5.08488e-01 131262 2.22400000000e+03 404 499 536 542 542 543
416 110 4.394230769230769 2.0 125401 4 3.00113989093e+03 1.1355e-04 3.38100000000e+03 4.187000e+03 6.3636e-01 5.67623e-01 1.25909e+01 1.0585e+03 1.1827e+01 1.4234e+00 1.5404e+00 1.5153e+00 1.8918e-08 2.0000e+00 Anaheim_gamma2_3rdtry 110 0 0 0 0 0 0.17272727272727273 0.17272727272727273 0.17272727272727273 0.17272727272727273 0.00909090909090909 5.82170e-01 125400 4.18700000000e+03 506 575 613 617 618 618
416 110 4.394230769230769 2.0 125401 6 3.01325397629e+03 1.2971e-04 3.33500000000e+03 4.365000e+03 6.0909e-01 5.73231e-01 1.27545e+01 1.1235e+03 1.1936e+01 1.4365e+00 1.5542e+00 1.5350e+00 2.1524e-08 2.0000e+00 Anaheim_gamma2_3rdtry 110 0 0 0 2.8723750595484298e-06 0.00017991868692676525 0.15454545454545454 0.15454545454545454 0.14545454545454545 0.14545454545454545 0.0 5.94390e-01 125400 4.36500000000e+03 516 625 669 686 690 694
